websites,alternative_name,platform_logo,versions,created_at,name,slug,updated_at,checksum,abbreviation,category,url,platform_family,id,generation,summary
,,40.0,[34],1384387200,BlackBerry OS,blackberry,1392076800,6fdda0e4-4884-2e33-fd1a-de3521c9b804,blackberry,4.0,https://www.igdb.com/platforms/blackberry,,73,,
,,305.0,[70],1372464000,Vectrex,vectrex,1392076800,5140484a-7fd8-2a13-2542-a9207d7c9fd4,vectrex,1.0,https://www.igdb.com/platforms/vectrex,,70,2.0,
,,311.0,[35],1372464000,ColecoVision,colecovision,1392076800,85231b96-19bb-f7cb-608b-736c5120b70f,colecovision,1.0,https://www.igdb.com/platforms/colecovision,,68,2.0,
,,312.0,[42],1372464000,Intellivision,intellivision,1392076800,84a4defd-0a29-ca54-0a07-67b61a4ddc98,intellivision,1.0,https://www.igdb.com/platforms/intellivision,,67,2.0,
,,286.0,[28],1372204800,Atari Jaguar,jaguar,1392076800,70557c0a-1cac-d093-d287-67d8e5a201b0,Jaguar,1.0,https://www.igdb.com/platforms/jaguar,,62,5.0,
,,290.0,"[29, 189]",1372204800,Atari Lynx,lynx,1392076800,28a85ec7-a1de-6e5b-9373-e0bbd3bafa13,Lynx,5.0,https://www.igdb.com/platforms/lynx,,61,4.0,
,Atari 7800 ProSystem,303.0,[26],1372204800,Atari 7800,atari7800,1392076800,75e3ee56-5254-ea30-b5be-131e33ff2004,Atari7800,1.0,https://www.igdb.com/platforms/atari7800,,60,3.0,
,,46.0,[69],1317686400,Tapwave Zodiac,zod,1392076800,7916e6bf-353a-6f27-a8de-a429204d17d9,zod,5.0,https://www.igdb.com/platforms/zod,,44,,
,,266.0,[77],1297555200,Xbox,xbox,1392076800,226780a3-83ed-dcf9-6757-77091acc172d,XBOX,1.0,https://www.igdb.com/platforms/xbox,2.0,11,6.0,
,Mega CD,284.0,[80],1391904000,Sega CD,segacd,1391904000,68c11f76-6ea3-f708-1c6e-f5a390d37c54,segacd,1.0,https://www.igdb.com/platforms/segacd,3.0,78,4.0,
,,,[22],1339977600,Arcade,arcade,1391817600,60b83ee0-5185-3f09-c6ea-f773857bd11b,Arcade,,https://www.igdb.com/platforms/arcade,,52,,
,,248.0,[43],1317686400,iOS,ios,1391644800,fefe4a2b-7c90-0e89-e811-902ea1cf2b58,iOS,4.0,https://www.igdb.com/platforms/ios,,39,,
